record_type,brand_name,footer_caption,footer_note,position,slug,label,href,is_default,segment_slug,collection_kicker,title,description,primary_cta_label,primary_cta_href,secondary_cta_label,secondary_cta_href,background_image,quote_kicker,quote_body,accent,arrivals_kicker,arrivals_title,eyebrow,subtitle,image_url,cta_label,cta_href,body,value,product_id,brand,name,price,size_tag,fit_note,nav_label,route_aliases,hero_eyebrow,hero_title,hero_description,hero_image_url,hero_image_alt,quote_author,story_eyebrow,story_title,story_body,story_image_url,story_image_alt,story_cta_label,story_cta_href,results_label,sort_label,page_slug,filter_key,options,default_value,badge,material,image_alt,filter_tags
category_page_product,,,,5,,,/categories/Shop%20Women,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuBfeL88OBqW4Ue3Wr45J2UYNHHoz1V3GIYVT6BS47pFs4Ts1ZtnuMaaioY1y7Je7oqhcYL8DLZR8KKa3pevzh2EOXaCo_M9xAJhHsGvxIeawRZyLgrBDcTQKiMMTdBJfJv4EDGj_ST1SAVOcoV-DlbA_GhmqAhboruBHvNNSjrLZExknF7AnbpG7f-BfdcG52rKGirTBwXdWoxBIaSFpozclIZ4oni5B5b2Xn7rzo1a13KiUEDsW12kfxNX2AN9xi_LfBWp-G8i2o7n,,,,,,,Hearth Tapered Pant,320,,,,,,,,,,,,,,,,,,,,women-atelier,,,,Bottoms,Bottoms,High-end trouser detail in soft terracotta,category:bottoms|size:M|palette:Charcoal
category_page_product,,,,6,,,/categories/Shop%20Women,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuAaOoy5mPR6kERrz2pjB05mC0JlxtRtsf2hinDbaZYFD7RKSJI_OTZn_SVo1D7JP85uSvsIZaQ5ebu77UNrwEjYJZhP6gfcKLOHkl-z5NFjTzCwUsmsvv1WbILS5HtKtmz6D5YPmeIASNcfDev_nsQcB5Odi4O5svKDuTAkJyHAlgm2j2VUKiwX_XzxOMsMjnnzRdyJcj-olztbGq4uYqe6FRhYp04lXvSqa4dkOjD9RZ1tB8UYpCw_Jj4C-Vwk4eokTl5ETem6rnWz,,,,,,,Atelier Formal Blazer,850,,,,,,,,,,,,,,,,,,,,women-atelier,,,,Outerwear,Outerwear,Structured blazer in forest green with atelier styling,category:outerwear|size:L|palette:Forest
category_page_product,,,,1,,,/categories/Footwear,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuAMYKBjYQhfEPiX1rrzGJqP-bZ3N-za3aIYrq4ZJ7iHUOBBELUJUpvBk3Ms1bHaAXBuEZwTIczKGpjLz2AbAXSyAma0h_FRPa4MA_RgE9EO-SCavieX4XPDLcnuloZs8tAGD5FGHlcBtSszlVWYz-FA-hca0gi-xkAC4k_vrZmULdCAPQNXUhSbE3wrhj8_XgthXU6Aso4ltg4ME3nEgOsgEaBDUB6hKvQ_Ere_31vsZ98zkTq0zGrgjNqUJHCDPBUQPmqG9Q702KKw,,,,,,,Atelier Low Sneaker,340,,,,,,,,,,,,,,,,,,,,footwear-atelier,,,,New Arrival,Smooth Italian Calfskin,Minimalist white leather sneaker on an architectural background,type:Sneakers|size:41|material:Calfskin
category_page_product,,,,2,,,/categories/Footwear,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuD5KVhgLop51bisay_zrsW8YVtKdD2et-udRx64dbQtp0xYp4CE38R94dLqJO460aolSqy9UdPhfvdjSyjzz7Bbh4MOeBkHbehqlMCTvPNv4PLXn3wFu6XqNIM_5UyUXX71NRni2ntQt4twbRrDvUPUi5cDXb-939ibHoOeSHMsDghYNOy7kZp5gd14kjIf6WUveYq0O9RFsuf5oY9RK1U9jhhlcJ_HJPXAwSBdNK2y67FH0n0MdcVNPoEwpIxvSAkUOZdh9YgdL7FA,,,,,,,Chelsea Field Boot,495,,,,,,,,,,,,,,,,,,,,footwear-atelier,,,,Handcrafted,Waxed Roughout Leather,Dark brown leather chelsea boot with polished finish,type:Boots|size:42|material:Suede
category_page_product,,,,3,,,/categories/Footwear,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuAAhJretAaN4nn0hwa-S3geRVjspqi5Iysp4o9wJ6Umsp05BfiGqmXjoyIkxI-iO9bJQHh6aFW1ByRoH4hP6tAQ1ifpRkG88XfFjHc7Tu8bEt310kgkBdS8l4wXyGN477geZFXoBXA7tpLWEx-ySFm69csgvDnFB-DbTmu1Va59aScYOFNkVt4WimRi19ZpDNf2YvhkDC8ETmf7ZpivWgg0fG1e-5cX386ZaOUDjcQ35GqrXeknlGJ-ig73LknVdiR_VbQ_rfBrjtto,,,,,,,Classic Penny Loafer,420,,,,,,,,,,,,,,,,,,,,footwear-atelier,,,,Studio Classic,Pebbled Grain Leather,Classic black penny loafer with minimalist buckle detail,type:Loafers|size:40|material:Grain Leather
category_page_product,,,,4,,,/categories/Footwear,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuD4G3y0ZNdrqZS0ATojfSYa5t42Vrrx476FUX5qzvdCm_CCtF0C5yrINsDw4_G71jrBcMmaoueccHcMXO1xws91KQPeOyvLKzB9nAJZ70r7sO7YUn_u5DMqM93aUESLHoGVqBzejgzYA6j31SfDmrQl3IeBeL-xTBwhgq4AG_zSgROd0lwpbM9okRm26Hm2PbSk7bsL6aFYLo561VTjxiVDA_m28FuAt2wvBZpwLQNP23z7cESJyuNoMgdIyfHRBsZerL9BQbZ5D2p1,,,,,,,Moc Toe Service Boot,560,,,,,,,,,,,,,,,,,,,,footwear-atelier,,,,Workshop Build,English Bridle Leather,High-top service boot in tobacco tan with premium hardware,type:Boots|size:43|material:Bridle Leather
category_page_product,,,,1,,,/categories/Accessories,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuBBESdqWOWSR5qEzSZhDSiYksfl92Z2-nXfieKv7zls3FB-7JuZVx-N6rXRCgkpMkJyxFCIzvAJAfUETLq2m7IDhOFmOtlLXZ9qEspJxSM3dIgXBbd3dzVswFhn3Y0MqayyDJYGSylH-MIjZnLLMaswkecd7-JUIltIP_szY3CTjkboRukxyb0Hicjh_fTS7Q8NRXCPfvyi2Gd8UjbveWvWIIUauI-d4h0ra0W790prCr-I9666OBdQ8zWwoQM8OSo6iYMbifIvLw2n,,,,,,,Atelier Tote,840,,,,,,,,,,,,,,,,,,,,accessories-atelier,,,,Limited Edition,Vegetable Tanned Leather,Minimalist leather tote in deep forest green,category:Bags|material:Vachetta
category_page_product,,,,2,,,/categories/Accessories,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuCJ_mIoxtuOYX0UmZ6fp1vpG_etnXOkuxN0sOW8aXUVddHj5eDEGxKoK_oij-8jI8EDqrG_IXPuR5HXX_5FgjnVIMXKR3rvffkz_2hI2uHpAzMIbNZASVlBgA47Ecvrg53PTIsx8zim-xN9ZKFMoR3ivhIQDQ1jUJ0fFx2scgrGApYeeDOx-irk-VfW38VMHIZ4QMUtn6sXwUjEJRXtZ8dTLBnKQVPGxBzf7oOFEbYGY_2P__2xLjofQjJvPkwrIzkn9OjMEUgKEC2O,,,,,,,Aurora Wrap,215,,,,,,,,,,,,,,,,,,,,accessories-atelier,,,,Essential,Organic Raw Silk,Artisanal silk scarf draped over a wooden chair,category:Scarves|material:Raw Silk
category_page_product,,,,3,,,/categories/Accessories,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuDclyoI7lW_Aez2lBayMz4ES5BVdH-wo43IL4ZwpD4HLQkaJqfV3eDM-qMUs4V8Uyl6BTZ9FSNg7ExFisE6J-TMxcflCy5mFritcP54bDT49eqwGnwGnsOeheOgbCmpdtfGvnHaqpfmRpU4zQvBD7B4tmigGgv7hCDEHWLojIzOlAfe5p-0cCnzLjktClPIw5lG6h2qfT0buVNcsY57FFriSrjdMpV_jPcwn3Dwsz1C-8IS20dhOYE1-Kak6Hi0R-OiEeULdIqMBj2c,,,,,,,Cintura Belt,165,,,,,,,,,,,,,,,,,,,,accessories-atelier,,,,Leather Detail,Full Grain Saddle Leather,Classic leather belt with brass buckle,category:Belts|material:Vachetta
category_page_product,,,,4,,,/categories/Accessories,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuAc-xgefZmjRHW4tYawNPs3ljWfgQ66YMBuFgX39XflOo-rQyjbJ2Ju2V0nLkyj2SVuz2BKsp1ucM74P4Gg2Q-TiJKsqrjsQRpxYORvaVExN0KFMkAU9KQFmWEmtNZHK5dm7iBBb1zYMTsluHO4Em5IwIi3lS3JGSUeU_unqmYgh-Fw65tcUaH2Ywxl8ag7h1znu1rGefQrkuDTARLHNwtQdpiGPKWCCp8JpO_yLO4kKGzLmwj8g3VfRzxs02GzkmBt2St6l1zyFYZU,,,,,,,Vault Clutch,420,,,,,,,,,,,,,,,,,,,,accessories-atelier,,,,Leather Detail,Nappa Leather,Sculptural leather clutch in warm cognac tone,category:Bags|material:Nappa Leather
category_page_product,,,,5,,,/categories/Accessories,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuA-QCiHmdCOxRlVT1rixfgiaLjtOyUpf_qCwS4N8rEMGTTVyJxqkHxQ1iiUeTIIjM9C_MgASpIzwLXa8wLI7ck0F5p1lc6AA6MfKkb3aN_Nbw5AhWsU9lBPxRcNlN7vOcvcId55iSoZRYNe8TCXUI_PC9zSeiPi6-O2ojrYX1RkopzPM8W9xTFEi3rS1s2qZ8IvVBPlgiJak9SR8Bp7wD71RSztHJCzs3MKTW0TNUGEn5sxJF68kLn8MLi1Kcp6ODrKfOGHNtCZKygx,,,,,,,Obsidian Band,310,,,,,,,,,,,,,,,,,,,,accessories-atelier,,,,Limited Edition,925 Sterling Silver,Hand-hammered sterling silver ring on dark stone,category:Jewelry|material:Sterling Silver
category_page_product,,,,6,,,/categories/Accessories,,,,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/aida-public/AB6AXuDwib-yVKWuTMsi4heheiLMLuw3Aukcrj4t8F5TLsWcUDULrkliTF_b5hFcyekqcaoBOrRCOob6yU3tV5aJCQChHBAggBedojt1THWZ_F-1GiBclBPJw389BrO0MvSA5xrOo1ssievm9rXO2UiIT0Ix_tHvr6rnGAPSAVNt1DYmLJVg_7vuvdan2zI6d3Z7JsuFwAqcipqjdi0FbCpFwqD4d7bZrq5JeL4i4aGx5NsOkOBZScx3UPHkR_rmJldHJi3Cb4MoiZaIoNsN,,,,,,,Mist Scarf,190,,,,,,,,,,,,,,,,,,,,accessories-atelier,,,,Soft Finish,Cashmere Blend,Monochromatic scarf with delicate fringe detail,category:Scarves|material:Cashmere
